1.368000000000000075e-03,3.900000000000000607e-05,6.450001000000002080e-03
2.236000000000001875e-03,6.399999999999991579e-05,1.054999000000000561e-02
4.242999999999998509e-03,1.199999999999999353e-04,2.005000999999999312e-02
7.649999999999999682e-03,2.170000000000001789e-04,3.621000000000001301e-02
1.430999999999999980e-02,3.959999999999999762e-04,6.785000999999996063e-02
2.319000000000001616e-02,6.400000000000007029e-04,1.101999999999999924e-01
4.351000000000000006e-02,1.210000000000000788e-03,2.073999999999998900e-01
7.763000000000000456e-02,2.180000000000000080e-03,3.712999999999999634e-01
1.343800000000000550e-01,3.999999999999999216e-03,6.456000000000006178e-01
2.147700000000000164e-01,7.300000000000000933e-03,1.039050099999999865e+00
2.838999999999998192e-01,1.160000000000000267e-02,1.385599999999999277e+00
3.285000000000000142e-01,1.683999999999998345e-02,1.622960000000000180e+00
3.482800000000000340e-01,2.299999999999999614e-02,1.747060000000000057e+00
3.480600000000001470e-01,2.979999999999999316e-02,1.782599999999999518e+00
3.361999999999998878e-01,3.799999999999998518e-02,1.772110000000000296e+00
3.187000000000000943e-01,4.800000000000001488e-02,1.744100000000001982e+00
2.908000000000000584e-01,6.000000000000000472e-02,1.669200000000000461e+00
2.511000000000001009e-01,7.390000000000002123e-02,1.528100000000000680e+00
1.953599999999999781e-01,9.098000000000006082e-02,1.287640000000000340e+00
1.421000000000000318e-01,1.126000000000000195e-01,1.041899999999999604e+00
9.563999999999997503e-02,1.390200000000001157e-01,8.129501000000000088e-01
5.795001000000001706e-02,1.692999999999998673e-01,6.162000000000000810e-01
3.200999999999996903e-02,2.080200000000000937e-01,4.651799999999998159e-01
1.470000000000000820e-02,2.585999999999999410e-01,3.533000000000001695e-01
4.899999999999997240e-03,3.230000000000001203e-01,2.720000000000002416e-01
2.400000000000000657e-03,4.072999999999994958e-01,2.122999999999999610e-01
9.299999999999995770e-03,5.030000000000001137e-01,1.581999999999998685e-01
2.909999999999999046e-02,6.081999999999990747e-01,1.116999999999999937e-01
6.327000000000003455e-02,7.100000000000002975e-01,7.824999000000004701e-02
1.095999999999999752e-01,7.931999999999991280e-01,5.725000999999999007e-02
1.654999999999999527e-01,8.619999999999991003e-01,4.216000000000001691e-02
2.257499000000001421e-01,9.148500999999994443e-01,2.983999999999999153e-02
2.904000000000000470e-01,9.540000000000002922e-01,2.029999999999998819e-02
3.597000000000000197e-01,9.803000000000006153e-01,1.339999999999999351e-02
4.334498999999996660e-01,9.949500999999997264e-01,8.749998999999996155e-03
5.120500999999998415e-01,9.999999999999998890e-01,5.749999000000002164e-03
5.945000000000002505e-01,9.949999999999998845e-01,3.899999999999999387e-03
6.783999999999998920e-01,9.786000000000000254e-01,2.749999000000002101e-03
7.620999999999999996e-01,9.519999999999990692e-01,2.100000000000001171e-03
8.425000000000008038e-01,9.153999999999991033e-01,1.800000000000000818e-03
9.162999999999997813e-01,8.700000000000003286e-01,1.650000999999998597e-03
9.785999999999993593e-01,8.162999999999998035e-01,1.399999999999999769e-03
1.026299999999999546e+00,7.570000000000002283e-01,1.099999999999998765e-03
1.056700000000000195e+00,6.948999999999999622e-01,1.000000000000000238e-03
1.062199999999999367e+00,6.310000000000003384e-01,7.999999999999991710e-04
1.045600000000000307e+00,5.668000000000001926e-01,6.000000000000002727e-04
1.002599999999999714e+00,5.029999999999998916e-01,3.399999999999999160e-04
9.384000000000005670e-01,4.411999999999999811e-01,2.399999999999998163e-04
8.544498999999997624e-01,3.810000000000001719e-01,1.899999999999998749e-04
7.514000000000004009e-01,3.210000000000000075e-01,1.000000000000000048e-04
6.423999999999991939e-01,2.650000000000001799e-01,4.999998999999999492e-05
5.418999999999999373e-01,2.169999999999999429e-01,2.999999999999998382e-05
4.479000000000000203e-01,1.749999999999998779e-01,2.000000000000001180e-05
3.607999999999998986e-01,1.382000000000000173e-01,1.000000000000000929e-05
2.835000000000000298e-01,1.070000000000000534e-01,-8.470329472543003391e-22
2.186999999999998390e-01,8.159999999999992260e-02,0.000000000000000000e+00
1.648999999999999910e-01,6.099999999999998479e-02,0.000000000000000000e+00
1.212000000000000438e-01,4.458000000000002239e-02,0.000000000000000000e+00
8.740000000000003322e-02,3.200000000000000761e-02,0.000000000000000000e+00
6.360000000000004539e-02,2.319999999999998452e-02,0.000000000000000000e+00
4.676999999999998520e-02,1.700000000000000816e-02,0.000000000000000000e+00
3.289999999999999175e-02,1.191999999999998269e-02,0.000000000000000000e+00
2.270000000000001183e-02,8.209999999999995079e-03,0.000000000000000000e+00
1.583999999999999991e-02,5.722999999999999789e-03,0.000000000000000000e+00
1.135915999999999315e-02,4.101999999999998009e-03,0.000000000000000000e+00
8.110916000000002735e-03,2.929000000000001047e-03,0.000000000000000000e+00
5.790345999999998300e-03,2.090999999999997375e-03,0.000000000000000000e+00
4.109457000000004724e-03,1.483999999999998992e-03,0.000000000000000000e+00
2.899327000000003624e-03,1.047000000000000187e-03,0.000000000000000000e+00
2.049190000000001947e-03,7.400000000000005315e-04,0.000000000000000000e+00
1.439970999999998441e-03,5.199999999999999544e-04,0.000000000000000000e+00
9.999492999999992117e-04,3.610999999999997784e-04,0.000000000000000000e+00
6.900786000000003152e-04,2.491999999999998773e-04,0.000000000000000000e+00
4.760212999999998600e-04,1.718999999999999771e-04,0.000000000000000000e+00
3.323011000000001039e-04,1.199999999999998946e-04,0.000000000000000000e+00
2.348261000000000792e-04,8.479999999999994703e-05,0.000000000000000000e+00
1.661504999999999807e-04,5.999999999999996086e-05,0.000000000000000000e+00
1.174129999999999955e-04,4.239999999999997352e-05,0.000000000000000000e+00
8.307527000000004597e-05,2.999999999999999737e-05,0.000000000000000000e+00
5.870651999999999913e-05,2.119999999999999353e-05,0.000000000000000000e+00
4.150994000000004391e-05,1.499000000000000725e-05,0.000000000000000000e+00
